"Date","Price","Open","High","Low","Vol.","Change %"
"05/18/2023","544.9977","549.2696","549.4007","542.1319","","-0.78%"
"05/17/2023","549.2696","542.6670","550.5122","539.4203","","1.22%"
"05/16/2023","542.6670","546.3794","549.1467","541.2399","","-0.68%"
"05/15/2023","546.3794","538.9058","548.5214","535.9719","","1.39%"
"05/12/2023","538.9058","540.7028","544.6337","537.4386","","-0.33%"
"05/11/2023","540.7029","550.5697","553.4670","540.0221","","-1.78%"
"05/10/2023","550.5183","554.2420","555.2425","547.8860","","-0.66%"
"05/09/2023","554.1743","553.6067","554.4394","544.4785","","0.12%"
"05/08/2023","553.5158","545.6809","555.4543","544.7623","","1.45%"
"05/05/2023","545.5896","532.8850","547.0830","532.4519","","2.41%"
"05/04/2023","532.7721","532.0661","537.5412","527.9724","","0.13%"
"05/03/2023","532.0662","543.2692","543.5036","529.1777","","-2.06%"
"05/02/2023","543.2693","560.1074","562.6739","542.4005","","-3.01%"
"05/01/2023","560.1074","564.9675","564.9675","555.2326","","-0.86%"
"04/28/2023","564.9676","556.2612","565.6431","552.0370","","1.57%"
"04/27/2023","556.2612","556.9399","558.6259","553.0093","","-0.12%"
"04/26/2023","556.9400","567.9559","571.7266","556.3528","","-1.94%"
"04/25/2023","567.9560","577.5799","578.8830","565.1414","","-1.67%"
"04/24/2023","577.5799","573.9020","579.0119","568.5344","","0.64%"
"04/21/2023","573.9020","574.2980","577.2280","570.6390","","-0.07%"
"04/20/2023","574.2980","583.6633","583.6633","571.9780","","-1.60%"
"04/19/2023","583.6633","593.1642","593.7433","581.3746","","-1.60%"
"04/18/2023","593.1642","591.3876","595.3475","587.8939","","0.30%"
"04/17/2023","591.3877","594.8995","595.7371","588.8184","","-0.59%"
"04/14/2023","594.8995","593.2164","597.0966","590.6030","","0.20%"
"04/13/2023","593.7161","597.0659","599.2268","593.7161","","-0.67%"
"04/12/2023","597.7346","591.5231","598.6702","590.0878","","0.96%"
"04/11/2023","592.0267","586.5349","592.5790","584.7380","","0.87%"
"04/10/2023","586.9233","588.2389","591.1854","584.9135","","-0.30%"
"04/06/2023","588.6879","590.1478","591.9416","585.9784","","-0.25%"
"04/05/2023","590.1478","588.3466","591.1072","586.0989","","0.31%"
"04/04/2023","588.3467","589.8492","593.3766","584.1259","","-0.25%"
"04/03/2023","589.8492","574.0241","594.6016","574.0241","","2.76%"
"03/31/2023","574.0241","566.6461","574.0241","563.0626","","1.30%"
"03/30/2023","566.6462","563.2200","567.4142","560.7308","","0.61%"
"03/29/2023","563.2200","565.8347","570.3499","561.9751","","-0.46%"
"03/28/2023","565.8347","562.6209","568.2638","561.3728","","0.57%"
"03/27/2023","562.6209","549.3752","563.4631","547.9226","","2.41%"
"03/24/2023","549.3752","550.1597","552.7052","538.5050","","-0.14%"
"03/23/2023","550.1598","552.4557","557.1298","547.5651","","-0.42%"
"03/22/2023","552.4558","548.2758","553.8913","544.8332","","0.76%"
"03/21/2023","548.2758","543.4516","549.7260","539.2786","","0.89%"
"03/20/2023","543.4516","541.7317","544.9362","529.7278","","0.34%"
"03/17/2023","541.6216","545.2563","553.3309","534.8636","","-0.67%"
"03/16/2023","545.2564","545.4451","548.2555","533.7280","","0.85%"
"03/15/2023","540.6648","559.7883","564.2581","533.5711","","-3.42%"
"03/14/2023","559.7883","570.8035","571.7161","558.1470","","-1.93%"
"03/13/2023","570.8035","576.0012","579.2726","557.3811","","-0.89%"
"03/10/2023","575.9237","571.0743","577.4220","565.5494","","0.89%"
"03/09/2023","570.8557","577.8889","582.7469","570.3142","","-1.18%"
"03/08/2023","577.6568","582.1973","582.8594","575.7793","","-0.75%"
"03/07/2023","582.0111","594.4322","597.4176","580.6435","","-2.06%"
"03/06/2023","594.2441","595.8505","595.8505","586.5612","","-0.27%"
"03/03/2023","595.8505","588.1800","596.2929","580.8345","","1.31%"
"03/02/2023","588.1193","587.8668","590.4054","584.9249","","0.04%"
"03/01/2023","587.8668","581.8661","588.2362","579.9482","","1.03%"
"02/28/2023","581.8661","577.5226","584.3306","576.5487","","0.75%"
"02/27/2023","577.5226","577.5786","581.0542","574.6776","","-0.01%"
"02/24/2023","577.5786","576.1845","581.2618","568.6181","","0.24%"
"02/23/2023","576.1845","573.8248","580.9509","572.5968","","0.41%"
"02/22/2023","573.8248","584.3077","585.3441","573.2908","","-1.79%"
"02/21/2023","584.3077","581.5072","588.8548","581.3965","","0.48%"
"02/17/2023","581.5073","590.6170","590.6170","575.2951","","-1.54%"
"02/16/2023","590.6170","591.8078","596.0958","588.4311","","-0.20%"
"02/15/2023","591.8079","597.6042","597.6042","586.7760","","-0.97%"
"02/14/2023","597.6042","599.6751","600.3687","590.7046","","-0.35%"
"02/13/2023","599.6751","597.8464","600.8263","591.8450","","0.35%"
"02/10/2023","597.6005","589.4439","599.1967","586.4652","","1.42%"
"02/09/2023","589.2273","592.2976","595.0677","583.5469","","-0.48%"
"02/08/2023","592.0756","588.0850","595.3997","586.6048","","0.72%"
"02/07/2023","587.8589","574.5062","589.0444","574.5062","","2.38%"
"02/06/2023","574.1863","574.5157","577.6320","564.5502","","-0.05%"
"02/03/2023","574.5009","587.8904","593.4442","573.8872","","-2.28%"
"02/02/2023","587.8904","591.0033","594.8572","585.5193","","-0.53%"
"02/01/2023","591.0033","606.0573","608.8233","588.6237","","-2.48%"
"01/31/2023","606.0573","599.8714","607.0618","592.3011","","1.03%"
"01/30/2023","599.8714","608.9030","611.5161","599.2147","","-1.48%"
"01/27/2023","608.9030","615.1898","620.7581","606.0004","","-1.02%"
"01/26/2023","615.1899","610.1197","618.1739","607.3207","","0.83%"
"01/25/2023","610.1197","612.2242","616.3032","607.8690","","-0.34%"
"01/24/2023","612.2242","618.9390","622.1381","611.0063","","-1.08%"
"01/23/2023","618.9391","616.1597","621.2122","614.2971","","0.45%"
"01/20/2023","616.1597","609.5774","617.0972","608.7420","","1.08%"
"01/19/2023","609.5774","606.6928","612.8209","599.8445","","0.48%"
"01/18/2023","606.6928","609.0608","618.8884","605.0568","","-0.39%"
"01/17/2023","609.0609","605.7853","612.0772","601.7786","","0.54%"
"01/13/2023","605.7854","599.3120","606.1608","579.1353","","1.04%"
"01/12/2023","599.5598","592.2348","602.5244","590.9216","","1.19%"
"01/11/2023","592.4936","580.9169","593.4422","578.1809","","1.95%"
"01/10/2023","581.1347","580.1277","584.2160","575.0360","","0.15%"
"01/09/2023","580.2392","573.1575","588.4875","573.1575","","1.21%"
"01/06/2023","573.2946","571.7908","580.1048","569.5279","","0.38%"
"01/05/2023","571.1293","571.2369","581.1012","569.2053","","-0.02%"
"01/04/2023","571.2370","590.6316","592.0479","570.4166","","-3.28%"
"01/03/2023","590.6316","610.1050","613.2435","590.0194","","-3.19%"
"12/30/2022","610.0719","602.8413","610.4442","600.9563","","1.20%"
"12/29/2022","602.8413","605.8974","606.2167","597.0415","","-0.50%"
"12/28/2022","605.8975","610.7120","612.8095","597.6955","","-0.79%"
"12/27/2022","610.7120","605.7943","615.6391","605.7943","","0.81%"
"12/23/2022","605.7944","594.0210","607.4656","594.0210","","1.98%"
"12/22/2022","594.0210","599.4249","606.1145","592.9655","","-0.90%"
"12/21/2022","599.4249","588.2224","600.8903","587.9804","","1.90%"
"12/20/2022","588.2224","586.5168","591.0277","581.8930","","0.29%"
"12/19/2022","586.5169","588.2113","592.9529","583.3520","","-0.29%"
"12/16/2022","588.2113","597.7974","599.4677","584.5252","","-1.60%"
"12/15/2022","597.7974","602.8703","603.7733","593.7741","","-0.84%"
"12/14/2022","602.8703","596.3861","604.5645","593.1385","","1.09%"
"12/13/2022","596.3861","582.5480","599.8810","582.5480","","2.36%"
"12/12/2022","582.6420","572.3616","585.5756","571.2585","","1.78%"
"12/09/2022","572.4410","572.4579","579.2743","568.9138","","-0.01%"
"12/08/2022","572.4971","573.1466","584.3858","569.1130","","-0.10%"
"12/07/2022","573.0529","579.2746","584.6394","571.8460","","-1.07%"
"12/06/2022","579.2280","593.7613","596.6808","575.9507","","-2.45%"
"12/05/2022","593.7613","611.5227","620.1701","593.3079","","-2.90%"
"12/02/2022","611.5227","620.9182","622.4516","610.4967","","-1.51%"
"12/01/2022","620.9182","621.1091","632.3582","619.1290","","-0.03%"
"11/30/2022","621.1091","608.2934","622.9392","608.2934","","2.11%"
"11/29/2022","608.2935","603.4104","615.4158","600.1593","","0.81%"
"11/28/2022","603.4145","604.9069","607.1401","591.0660","","-0.25%"
"11/25/2022","604.9069","614.8787","621.7198","604.5778","","-1.62%"
"11/23/2022","614.8787","623.9766","630.3047","609.9559","","-1.46%"
"11/22/2022","623.9766","617.8380","629.6044","617.3931","","0.99%"
"11/21/2022","617.8380","618.8522","619.7647","600.1862","","-0.16%"
"11/18/2022","618.8522","623.9436","628.1023","609.0100","","-0.82%"
"11/17/2022","623.9436","638.4758","638.7234","622.3452","","-2.28%"
"11/16/2022","638.4758","643.4693","645.7672","632.1455","","-0.78%"
"11/15/2022","643.4693","637.6193","650.9348","631.8341","","0.92%"
"11/14/2022","637.6193","646.7267","652.2765","636.2822","","-1.41%"
"11/11/2022","646.7267","636.9370","653.4893","636.2391","","1.47%"
"11/10/2022","637.3630","633.5824","640.0254","627.0521","","0.51%"
"11/09/2022","634.1138","649.0656","650.0894","633.5322","","-2.40%"
"11/08/2022","649.7100","661.6424","661.9092","648.8392","","-1.93%"
"11/07/2022","662.4973","664.9290","671.0861","658.5765","","-0.52%"
"11/04/2022","665.9472","644.8398","666.6652","643.2270","","3.27%"
"11/03/2022","644.8398","649.2739","649.2739","638.3287","","-0.68%"
"11/02/2022","649.2739","641.5257","650.1007","637.3105","","1.21%"
"11/01/2022","641.5257","636.8439","646.8859","633.4350","","0.74%"
"10/31/2022","636.8439","636.5313","643.7772","630.8940","","0.05%"
"10/28/2022","636.5313","643.8336","643.8336","631.7875","","-1.13%"
"10/27/2022","643.8336","642.0352","647.2893","640.3098","","0.28%"
"10/26/2022","642.0352","631.0202","643.5595","626.7931","","1.75%"
"10/25/2022","631.0202","626.2941","632.0713","618.9750","","0.75%"
"10/24/2022","626.2942","625.5777","632.4834","616.6608","","0.11%"
"10/21/2022","625.5777","624.6046","626.7292","616.0808","","0.16%"
"10/20/2022","624.6046","624.2214","634.5697","622.5616","","0.06%"
"10/19/2022","624.2214","620.7758","625.9840","616.4682","","0.56%"
"10/18/2022","620.7758","630.9163","633.9591","617.0237","","-1.61%"
"10/17/2022","630.9163","631.8883","638.1962","627.7198","","-0.15%"
"10/14/2022","631.8883","647.9020","651.1173","630.5833","","-2.47%"
"10/13/2022","647.9020","637.9317","649.1204","628.6953","","1.25%"
"10/12/2022","639.9271","645.0374","650.0604","636.9311","","-1.08%"
"10/11/2022","646.8892","656.4909","656.8817","641.9465","","-1.73%"
"10/10/2022","658.2612","664.7825","671.4729","656.1488","","-1.27%"
"10/07/2022","666.7258","652.7091","669.1390","650.0426","","1.90%"
"10/06/2022","654.3016","650.6051","656.1929","645.9517","","0.57%"
"10/05/2022","650.6051","642.0300","653.8068","637.7476","","1.34%"
"10/04/2022","642.0300","623.2320","643.2142","622.7616","","3.02%"
"10/03/2022","623.2320","607.7575","625.3993","607.7575","","2.55%"
"09/30/2022","607.7575","615.7930","621.5394","605.3020","","-1.30%"
"09/29/2022","615.7931","618.6288","624.7694","611.1465","","-0.46%"
"09/28/2022","618.6288","601.0052","619.0254","591.8181","","2.93%"
"09/27/2022","601.0052","593.9209","607.2493","593.6011","","1.19%"
"09/26/2022","593.9209","606.3149","611.2042","592.0854","","-2.04%"
"09/23/2022","606.3150","631.2900","633.1270","603.9910","","-3.96%"
"09/22/2022","631.2900","629.9676","642.9102","627.1140","","0.21%"
"09/21/2022","629.9677","633.9352","648.2759","626.8551","","-0.63%"
"09/20/2022","633.9353","634.1593","639.5433","627.7030","","-0.04%"
"09/19/2022","634.1593","631.5807","635.7003","617.1384","","0.41%"
"09/16/2022","631.5807","632.9392","637.2299","627.4507","","-0.21%"
"09/15/2022","632.9392","653.9058","656.1312","629.9862","","-3.21%"
"09/14/2022","653.9340","651.6183","658.3749","642.6164","","0.20%"
"09/13/2022","652.6094","656.6442","664.1717","644.4228","","-0.77%"
"09/12/2022","657.6593","648.8247","662.3750","642.9441","","1.20%"
"09/09/2022","649.8900","632.7995","651.0579","631.2551","","2.54%"
"09/08/2022","633.8049","630.0814","636.2384","627.2247","","0.45%"
"09/07/2022","630.9653","647.6579","652.8051","629.6929","","-2.58%"
"09/06/2022","647.6579","651.4504","664.5215","645.5741","","-0.58%"
"09/02/2022","651.4505","648.8166","660.4212","648.0189","","0.41%"
"09/01/2022","648.8166","665.9277","665.9277","646.3679","","-2.57%"
"08/31/2022","665.9277","676.1042","682.9259","661.7776","","-1.51%"
"08/30/2022","676.1042","702.2286","702.2286","671.1210","","-3.72%"
"08/29/2022","702.2286","688.9633","703.1581","686.0081","","1.93%"
"08/26/2022","688.9634","683.9437","692.8152","680.3358","","0.73%"
"08/25/2022","683.9437","691.7416","697.7974","683.0184","","-1.13%"
"08/24/2022","691.7416","684.9128","692.8063","683.3224","","0.99%"
"08/23/2022","684.9276","672.3314","690.3260","672.3314","","1.87%"
"08/22/2022","672.3314","670.0639","675.5695","655.7797","","0.33%"
"08/19/2022","670.0947","665.5502","673.7411","655.4387","","0.68%"
"08/18/2022","665.5502","657.5500","669.2762","655.2099","","1.22%"
"08/17/2022","657.5500","652.1956","660.6423","650.0035","","0.82%"
"08/16/2022","652.1956","659.5318","665.7617","649.4840","","-1.11%"
"08/15/2022","659.5319","672.6854","672.6854","647.5420","","-1.96%"
"08/12/2022","672.6855","677.6066","679.6355","666.5290","","-0.73%"
"08/11/2022","677.6066","662.7451","679.6432","661.0364","","2.05%"
"08/10/2022","664.0143","653.8783","665.6068","646.4166","","1.35%"
"08/09/2022","655.1594","649.5118","663.1884","646.4482","","0.68%"
"08/08/2022","650.7186","647.8914","651.8155","637.4427","","0.22%"
"08/05/2022","649.2679","648.1715","656.6596","638.6145","","-0.03%"
"08/04/2022","649.4694","656.8371","661.5950","645.9240","","-1.12%"
"08/03/2022","656.8371","666.9796","677.5748","653.7554","","-1.52%"
"08/02/2022","666.9796","671.6855","675.4641","661.8825","","-0.70%"
"08/01/2022","671.6855","692.6372","692.6372","663.7574","","-3.02%"
"07/29/2022","692.6372","683.9239","705.2564","683.0845","","1.27%"
"07/28/2022","683.9239","683.9869","696.0348","682.3061","","-0.01%"
"07/27/2022","683.9869","674.3744","686.0560","671.4442","","1.43%"
"07/26/2022","674.3744","672.8023","687.8525","671.1214","","0.23%"
"07/25/2022","672.8023","663.4476","673.3718","655.9716","","1.41%"
"07/22/2022","663.4476","665.6539","673.9671","657.1456","","-0.33%"
"07/21/2022","665.6539","681.8949","681.8949","656.2463","","-2.38%"
"07/20/2022","681.8949","679.9402","682.6820","672.6816","","0.29%"
"07/19/2022","679.9403","681.3803","681.6271","664.9379","","-0.21%"
"07/18/2022","681.3804","658.4651","683.3418","651.5687","","3.48%"
"07/15/2022","658.4651","648.0856","662.7017","643.4519","","1.60%"
"07/14/2022","648.0856","656.9427","661.6039","632.8500","","-1.76%"
"07/13/2022","659.7085","654.9268","667.6613","649.3383","","0.30%"
"07/12/2022","657.7458","693.4287","693.4287","656.1249","","-5.54%"
"07/11/2022","696.3146","694.7588","702.1362","687.4884","","-0.20%"
"07/08/2022","697.6896","688.1653","699.8827","681.7909","","0.94%"
"07/07/2022","691.2026","664.1490","697.2155","658.1537","","4.07%"
"07/06/2022","664.1490","674.6913","685.5312","654.5588","","-1.56%"
"07/05/2022","674.6913","719.6706","730.5977","668.2583","","-6.25%"
"07/01/2022","719.6706","709.2296","724.9717","704.8134","","1.47%"
"06/30/2022","709.2296","737.1568","737.5367","709.2171","","-3.79%"
"06/29/2022","737.1569","744.9140","755.8021","736.2073","","-1.04%"
"06/28/2022","744.9141","737.1554","748.7192","737.1353","","1.05%"
"06/27/2022","737.1555","735.0283","741.3659","725.0293","","0.29%"
"06/24/2022","735.0283","724.6322","738.5154","718.2314","","1.43%"
"06/23/2022","724.6323","742.0059","742.5939","722.1801","","-2.34%"
"06/22/2022","742.0059","755.4419","755.4419","724.0020","","-1.78%"
"06/21/2022","755.4420","753.6103","766.6826","753.6009","","0.24%"
"06/17/2022","753.6103","783.0700","790.1574","748.2269","","-3.76%"
"06/16/2022","783.0701","776.4697","784.8183","767.6777","","0.85%"
"06/15/2022","776.4697","781.1693","786.2723","773.5495","","-0.60%"
"06/14/2022","781.1694","794.0696","802.6536","778.5921","","-1.62%"
"06/13/2022","794.0697","801.0080","801.0080","779.6568","","-1.33%"
"06/10/2022","804.8042","813.0209","816.7322","795.6902","","-1.47%"
"06/09/2022","816.8141","815.0983","818.7546","807.9879","","-0.22%"
"06/08/2022","818.6304","810.8315","825.3839","810.8315","","0.54%"
"06/07/2022","814.2722","812.7852","817.3502","807.4708","","-0.27%"
"06/06/2022","816.4387","808.2956","821.0144","808.2956","","1.01%"
"06/03/2022","808.2956","800.3395","811.2632","795.0115","","0.99%"
"06/02/2022","800.3395","793.4768","802.9574","780.1824","","0.86%"
"06/01/2022","793.4769","786.4548","802.5755","785.4966","","0.89%"
"05/31/2022","786.4548","792.7488","813.3317","785.4599","","-0.79%"
"05/27/2022","792.7475","785.8080","793.1236","780.3647","","0.88%"
"05/26/2022","785.8080","771.8982","790.4985","769.6887","","1.80%"
"05/25/2022","771.8983","769.0189","774.8875","767.2217","","0.37%"
"05/24/2022","769.0190","772.1670","774.3584","762.8491","","-0.41%"
"05/23/2022","772.1670","765.7641","773.2612","763.9012","","0.84%"
"05/20/2022","765.7641","766.4432","770.2751","759.0388","","-0.09%"
"05/19/2022","766.4433","754.7262","766.8519","736.4723","","1.55%"
"05/18/2022","754.7263","772.3788","778.5776","751.6639","","-2.29%"
"05/17/2022","772.3788","776.3981","783.5987","771.7549","","-0.52%"
"05/16/2022","776.3981","759.6836","778.2736","754.6192","","2.20%"
"05/13/2022","759.6836","744.5298","760.8086","744.5189","","2.04%"
"05/12/2022","744.5298","743.9950","747.2050","727.8841","","-0.15%"
"05/11/2022","745.6619","721.7123","748.1325","717.8473","","3.10%"
"05/10/2022","723.2401","732.3986","737.4099","720.0153","","-1.43%"
"05/09/2022","733.7260","768.0365","771.4656","731.5354","","-4.63%"
"05/06/2022","769.3733","772.8146","779.7512","763.9737","","-0.66%"
"05/05/2022","774.4589","771.3728","785.8460","765.7608","","0.40%"
"05/04/2022","771.3728","747.7260","774.4434","747.7046","","3.16%"
"05/03/2022","747.7260","760.6120","765.7119","745.9198","","-1.69%"
"05/02/2022","760.6120","756.7522","762.4173","739.6817","","0.51%"
"04/29/2022","756.7522","757.0509","769.3205","755.1450","","-0.04%"
"04/28/2022","757.0509","749.3502","758.5283","742.4723","","1.03%"
"04/27/2022","749.3502","742.0331","751.3394","737.4437","","0.99%"
"04/26/2022","742.0331","726.9371","746.3880","726.1577","","2.08%"
"04/25/2022","726.9372","745.0018","745.0018","713.8054","","-2.42%"
"04/22/2022","745.0018","754.9683","757.5976","742.8827","","-1.32%"
"04/21/2022","754.9683","751.0521","761.1745","749.0535","","0.52%"
"04/20/2022","751.0522","749.8822","758.3257","741.2148","","0.16%"
"04/19/2022","749.8822","776.2817","779.9525","747.0545","","-3.40%"
"04/18/2022","776.2818","764.8988","784.1002","764.8988","","1.49%"
"04/14/2022","764.8988","751.1165","766.8917","745.8483","","1.83%"
"04/13/2022","751.1527","733.3508","751.9513","730.5102","","2.33%"
"04/12/2022","734.0225","706.1778","737.4567","706.1778","","3.85%"
"04/11/2022","706.8127","719.5102","719.5102","700.2496","","-1.88%"
"04/08/2022","720.3641","708.3146","721.7955","706.0329","","1.59%"
"04/07/2022","709.1071","712.3356","721.0166","700.8977","","-0.63%"
"04/06/2022","713.6079","734.8278","743.2251","712.2457","","-2.89%"
"04/05/2022","734.8278","737.6629","747.5008","732.9297","","-0.38%"
"04/04/2022","737.6629","721.2066","741.2032","718.8044","","2.28%"
"04/01/2022","721.2066","724.1862","728.9843","713.0933","","-0.41%"
"03/31/2022","724.1862","750.9223","750.9223","722.4044","","-3.56%"
"03/30/2022","750.9223","731.8058","756.1138","731.8058","","2.61%"
"03/29/2022","731.8058","746.6321","752.6910","709.0458","","-1.99%"
"03/28/2022","746.6321","781.5925","781.5925","742.3055","","-4.47%"
"03/25/2022","781.5925","774.7614","782.1149","760.3007","","0.88%"
"03/24/2022","774.7572","782.8587","789.7315","768.6484","","-1.03%"
"03/23/2022","782.8545","755.0028","784.0674","750.4666","","3.69%"
"03/22/2022","754.9986","755.9461","771.0040","743.6106","","-0.13%"
"03/21/2022","755.9546","725.6060","758.4097","725.6060","","4.18%"
"03/18/2022","725.6060","723.1413","733.8110","716.9964","","0.34%"
"03/17/2022","723.1494","684.4120","725.3965","684.4120","","5.66%"
"03/16/2022","684.4200","693.0038","706.9609","681.8835","","-1.24%"
"03/15/2022","693.0118","716.0919","716.0919","679.2655","","-3.22%"
"03/14/2022","716.1000","740.8351","740.8351","707.2968","","-3.34%"
"03/11/2022","740.8351","725.3215","744.8071","715.2547","","1.84%"
"03/10/2022","727.4788","742.7756","766.6334","726.7116","","-2.45%"
"03/09/2022","745.7283","818.5828","834.2002","728.8920","","-9.31%"
"03/08/2022","822.2992","800.4805","853.2746","791.9154","","2.31%"
"03/07/2022","803.7454","780.2378","835.9530","780.2378","","2.61%"
"03/04/2022","783.3170","745.8485","783.8627","745.8485","","5.02%"
"03/03/2022","745.8485","746.0651","784.2365","738.1984","","-0.03%"
"03/02/2022","746.0652","710.8042","753.4605","710.8042","","4.96%"
"03/01/2022","710.8042","673.0486","720.7429","673.0486","","5.61%"
"02/28/2022","673.0487","652.6157","681.3764","652.6157","","3.13%"
"02/25/2022","652.6157","667.5954","677.9980","648.0172","","-2.24%"
"02/24/2022","667.5954","658.8522","700.0093","658.8522","","1.33%"
"02/23/2022","658.8522","656.2194","664.3719","651.3100","","0.40%"
"02/22/2022","656.2195","643.5969","666.2064","643.5969","","1.96%"
"02/18/2022","643.5969","641.9248","647.3061","632.1014","","0.26%"
"02/17/2022","641.9249","647.9755","647.9755","637.3027","","-0.93%"
"02/16/2022","647.9755","638.6468","651.5274","636.7084","","1.46%"
"02/15/2022","638.6469","652.3763","652.4286","633.5598","","-2.10%"
"02/14/2022","652.3763","643.0807","653.4141","639.9602","","1.45%"
"02/11/2022","643.0807","634.5290","647.7430","628.9168","","1.20%"
"02/10/2022","635.4588","636.0961","644.4112","634.0115","","-0.24%"
"02/09/2022","636.9765","630.7443","638.3509","627.7426","","0.84%"
"02/08/2022","631.6997","638.8569","639.9300","627.8645","","-1.29%"
"02/07/2022","639.9279","641.6661","645.6451","637.5995","","-0.48%"
"02/04/2022","643.0133","635.0331","646.4366","634.8697","","1.26%"
"02/03/2022","635.0331","630.8869","635.2799","622.9640","","0.66%"
"02/02/2022","630.8869","626.6941","636.3050","626.4137","","0.67%"
"02/01/2022","626.6942","623.7843","629.5292","618.9357","","0.47%"
"01/31/2022","623.7843","620.3488","628.3660","617.1853","","0.55%"
"01/28/2022","620.3488","616.7431","627.3900","616.7431","","0.58%"
"01/27/2022","616.7431","619.5484","623.2471","613.9215","","-0.45%"
"01/26/2022","619.5484","611.0378","621.5063","608.4988","","1.39%"
"01/25/2022","611.0378","601.5777","611.3097","601.1267","","1.57%"
"01/24/2022","601.5777","608.8819","612.6561","595.1512","","-1.20%"
"01/21/2022","608.8819","611.4234","611.4234","599.3347","","-0.42%"
"01/20/2022","611.4234","610.9827","615.9447","606.1831","","0.07%"
"01/19/2022","610.9827","603.7171","613.9862","603.7171","","1.20%"
"01/18/2022","603.7172","596.7587","605.6265","596.7587","","1.17%"
"01/14/2022","596.7587","590.0746","597.6657","588.0410","","1.13%"
"01/13/2022","590.0746","594.7541","595.0232","588.3179","","-0.92%"
"01/12/2022","595.5499","587.4876","596.6634","587.2816","","1.28%"
"01/11/2022","587.9943","574.0331","588.6785","574.0331","","2.36%"
"01/10/2022","574.4230","577.8374","581.4440","573.2064","","-0.64%"
"01/07/2022","578.1148","577.7399","582.0650","575.8276","","0.01%"
"01/06/2022","578.0410","575.1459","580.9991","568.6844","","0.50%"
"01/05/2022","575.1459","570.9827","577.7621","569.3000","","0.73%"
"01/04/2022","570.9828","564.4831","572.7991","563.3908","","1.15%"
"01/03/2022","564.4832","561.1805","567.2864","558.4681","","0.59%"